DATE,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT,YEAR,Month,Season
1986-06-16,77.8,24,68.5,24,1014.7,24,13.5,24,5.6,24,12.3,24,18.1,22.0,88.0, ,68.0, ,0.0,G,,100000,1986,6,Summer
1986-06-17,73.5,24,54.6,24,1010.2,24,9.1,24,14.0,24,16.8,24,22.9,29.9,88.0, ,64.0, ,0.0,G,,10000,1986,6,Summer
1986-06-18,64.7,24,41.5,24,1016.7,24,15.5,24,19.9,24,12.9,24,20.0,22.9,80.1, ,55.0, ,0.0,G,,0,1986,6,Summer
1986-06-19,69.1,24,44.9,24,1016.6,24,15.4,24,16.7,24,11.1,24,19.0,,79.0, ,55.0, ,0.0,D,,10000,1986,6,Summer
1986-06-20,70.3,24,58.8,24,1012.9,24,11.7,24,9.4,24,9.2,24,20.0,25.1,80.1, ,61.0, ,0.08,G,,10000,1986,6,Summer
1986-06-21,70.2,24,46.2,24,1020.3,24,19.2,24,19.1,24,10.4,24,18.1,21.0,79.0,*,62.1, ,0.0,G,,0,1986,6,Summer
1986-06-22,70.8,24,49.2,24,1019.5,24,18.3,24,15.3,24,8.6,24,14.0,19.0,82.0, ,61.0, ,0.0,G,,0,1986,6,Summer
1986-06-23,77.9,24,59.5,24,1009.8,24,8.6,24,10.5,24,12.6,24,20.0,,90.0, ,61.0, ,0.0,D,,10000,1986,6,Summer
1986-06-24,77.7,24,55.6,24,1008.9,24,7.7,24,12.1,24,10.5,24,24.1,32.1,91.0, ,71.1, ,0.0,D,,0,1986,6,Summer
1986-06-25,66.8,24,44.2,24,1015.0,24,13.8,24,18.8,24,16.4,24,22.0,29.9,84.9, ,57.9, ,0.0,G,,0,1986,6,Summer
1986-06-26,68.0,24,40.4,24,1021.9,24,20.7,24,17.7,24,10.6,24,19.0,24.1,79.0,*,57.9, ,0.0,G,,0,1986,6,Summer
1986-06-27,75.2,24,61.3,24,1018.0,24,16.8,24,10.5,24,10.3,24,18.1,,84.0,*,69.1, ,0.0,D,,0,1986,6,Summer
1986-06-28,79.3,24,68.0,24,1009.9,24,8.8,24,6.0,24,10.4,24,15.9,20.0,86.0,*,69.1, ,0.05,G,,110000,1986,6,Summer
1986-06-29,81.2,24,62.4,24,1007.1,24,5.9,24,10.9,24,13.1,24,22.0,31.1,88.0, ,70.0, ,0.0,G,,0,1986,6,Summer
1986-06-30,71.7,24,52.6,24,1010.1,24,8.9,24,19.1,24,11.8,24,18.1,,89.1, ,63.0, ,0.03,G,,10000,1986,6,Summer
1986-07-01,71.3,24,48.9,24,1016.9,24,15.7,24,19.5,24,11.0,24,19.0,22.0,81.0, ,63.0, ,0.0,D,,0,1986,7,Summer
1986-07-02,70.2,24,64.9,24,1007.2,24,6.0,24,8.5,24,9.8,24,13.0,,81.0, ,63.0, ,0.67,G,,110000,1986,7,Summer
1986-07-03,70.2,24,56.7,24,1007.8,24,6.6,24,12.7,24,12.3,24,22.0,29.9,78.1,*,64.0, ,0.37,G,,0,1986,7,Summer
1986-07-04,67.6,24,47.3,24,1019.2,24,18.0,24,17.0,24,10.6,24,18.1,,79.0, ,57.9, ,0.0,G,,0,1986,7,Summer
1986-07-05,78.7,24,60.9,24,1018.9,24,17.7,24,10.1,24,11.8,24,17.1,,91.9,*,57.9, ,0.0,G,,0,1986,7,Summer
1986-07-06,86.9,24,64.8,24,1019.6,24,18.5,24,7.7,24,8.2,24,15.0,,97.0,*,70.0, ,0.0,G,,0,1986,7,Summer
1986-07-07,82.5,24,68.7,24,1018.1,24,16.9,24,5.6,24,9.0,24,15.0,22.0,98.1, ,68.0, ,0.0,G,,100000,1986,7,Summer
1986-07-08,84.8,24,61.9,24,1015.4,24,14.1,24,12.0,24,13.2,24,20.0,,97.0, ,68.0, ,0.0,G,,0,1986,7,Summer
1986-07-09,81.1,24,63.2,24,1008.4,24,7.2,24,10.8,24,10.8,24,14.0,,91.9, ,77.0, ,0.0,G,,110000,1986,7,Summer
1986-07-10,75.9,24,54.9,24,1010.2,24,9.0,24,17.8,24,12.9,24,19.0,22.9,84.0, ,69.1, ,0.0,G,,0,1986,7,Summer
1986-07-11,71.0,24,48.2,24,1014.6,24,13.4,24,16.8,24,9.6,24,17.1,,82.0, ,63.0, ,0.0,G,,0,1986,7,Summer
1986-07-12,67.9,24,58.7,24,1013.2,24,12.1,24,7.1,24,11.3,24,20.0,,75.9, ,63.0, ,0.12,G,,110000,1986,7,Summer
1986-07-13,66.0,24,63.6,24,1013.5,24,12.3,24,2.7,24,9.3,24,14.0,,72.0, ,63.0, ,0.04,G,,110000,1986,7,Summer
1986-07-14,73.9,24,63.5,24,1012.1,24,10.9,24,7.5,24,10.8,24,19.0,26.0,84.9,*,63.0, ,0.46,G,,110000,1986,7,Summer
1986-07-15,75.0,24,57.3,24,1016.3,24,15.2,24,17.0,24,11.0,24,18.1,25.1,84.9, ,64.9, ,0.0,G,,0,1986,7,Summer
1986-07-16,75.9,24,58.1,24,1019.2,24,18.0,24,13.7,24,4.5,24,12.0,,84.9, ,66.0, ,0.0,D,,0,1986,7,Summer
1986-07-17,74.5,24,64.6,24,1018.8,24,17.6,24,7.7,24,7.3,24,12.0,,82.0, ,68.0, ,0.0,G,,100000,1986,7,Summer
1986-07-18,77.8,24,68.5,24,1014.4,24,13.2,24,5.1,24,7.7,24,12.0,,87.1,*,70.0, ,0.01,G,,110000,1986,7,Summer
1986-07-19,77.6,24,69.0,24,1013.1,24,11.9,24,3.7,24,7.3,24,15.0,,88.0, ,72.0, ,0.21,G,,110000,1986,7,Summer
1986-07-20,74.2,24,65.9,24,1012.5,24,11.3,24,8.5,24,10.9,24,20.0,,84.0, ,69.1, ,0.05,G,,0,1986,7,Summer
1986-07-21,80.0,24,70.1,24,1011.0,24,9.9,24,7.9,24,9.2,24,15.0,,87.1, ,69.1, ,0.0,G,,0,1986,7,Summer
1986-07-22,77.3,24,62.7,24,1019.7,24,18.6,24,12.9,24,9.1,24,13.0,,88.0, ,71.1, ,0.0,G,,0,1986,7,Summer
1986-07-23,78.3,24,66.5,24,1022.8,24,21.6,24,8.7,24,6.0,24,13.0,,88.0, ,71.1, ,0.0,G,,10000,1986,7,Summer
1986-07-24,80.3,24,64.3,24,1023.3,24,22.1,24,8.8,24,10.5,24,20.0,,89.1, ,71.1, ,0.0,G,,0,1986,7,Summer
1986-07-25,78.5,24,68.5,24,1020.4,24,19.2,24,9.4,24,12.6,24,18.1,,87.1, ,73.0, ,0.0,G,,0,1986,7,Summer
1986-07-26,79.3,24,72.7,24,1016.0,24,14.8,24,7.6,24,11.2,24,18.1,,88.0, ,73.0, ,0.0,D,,110010,1986,7,Summer
1986-07-27,76.6,24,71.1,24,1012.1,24,10.9,24,5.5,24,7.8,24,20.0,,88.0, ,71.1, ,1.06,G,,110010,1986,7,Summer
1986-07-28,76.5,24,72.0,24,1010.6,24,9.4,24,4.3,24,8.7,24,15.9,,82.9, ,71.1, ,0.22,G,,100000,1986,7,Summer
1986-07-29,77.0,24,71.8,24,1008.9,24,7.7,24,3.4,24,8.8,24,18.1,27.0,86.0, ,73.0, ,0.0,G,,110010,1986,7,Summer
1986-07-30,74.0,24,69.9,24,1008.3,24,7.1,24,3.4,24,9.1,24,15.0,,87.1, ,71.1, ,0.03,G,,110010,1986,7,Summer
1986-07-31,66.8,24,64.4,24,1011.7,24,10.5,24,4.8,24,12.0,24,21.0,,79.0, ,64.0, ,0.87,G,,110000,1986,7,Summer
1986-08-01,72.2,24,65.2,24,1013.9,24,12.7,24,5.5,24,7.5,24,14.0,18.1,81.0, ,64.0, ,0.39,G,,110000,1986,8,Summer
1986-08-02,74.2,24,67.6,24,1014.8,24,13.6,24,7.8,24,9.0,24,17.1,,82.9, ,66.9, ,0.58,G,,110010,1986,8,Summer
1986-08-03,75.6,24,70.1,24,1014.2,24,13.0,24,4.7,24,5.5,24,11.1,,84.9, ,68.0, ,0.77,G,,110000,1986,8,Summer
1986-08-04,77.8,24,63.8,24,1018.3,24,17.2,24,9.5,24,7.8,24,12.0,,84.9, ,70.0, ,0.0,G,,0,1986,8,Summer
1986-08-05,76.7,24,62.8,24,1020.8,24,19.6,24,15.5,24,7.3,24,13.0,,84.0, ,69.1, ,0.0,G,,0,1986,8,Summer
1986-08-06,78.1,24,66.8,24,1019.7,24,18.5,24,10.1,24,11.0,24,19.0,,84.9, ,69.1, ,0.0,G,,0,1986,8,Summer
1986-08-07,77.2,24,71.0,24,1016.5,24,15.3,24,7.5,24,12.7,24,18.1,20.0,84.9, ,73.9, ,0.06,G,,110000,1986,8,Summer
1986-08-08,79.8,24,72.7,24,1010.1,24,8.9,24,3.7,24,8.6,24,12.0,,89.1, ,73.0, ,0.15,G,,100000,1986,8,Summer
1986-08-09,80.1,24,65.7,24,1009.8,24,8.6,24,7.5,24,12.7,24,20.0,24.1,89.1, ,73.9, ,0.0,G,,0,1986,8,Summer
1986-08-10,78.5,24,63.3,24,1014.7,24,13.5,24,12.9,24,8.8,24,19.0,21.0,86.0, ,70.0, ,1.57,G,,0,1986,8,Summer
1986-08-11,77.8,24,69.0,24,1011.8,24,10.6,24,8.5,24,12.5,24,18.1,22.0,84.9, ,70.0, ,0.63,G,,110010,1986,8,Summer
1986-08-12,72.3,24,55.2,24,1020.7,24,19.5,24,18.4,24,8.8,24,13.0,,84.9, ,66.0, ,0.0,D,,0,1986,8,Summer
1986-08-13,71.5,24,54.6,24,1024.2,24,23.0,24,18.0,24,8.9,24,14.0,,79.5, ,64.9, ,0.0,G,,0,1986,8,Summer
1986-08-14,71.8,24,58.9,24,1021.7,24,20.5,24,11.5,24,8.6,24,14.0,,80.1,*,64.0, ,0.0,G,,0,1986,8,Summer
1986-08-15,73.7,24,63.4,24,1018.2,24,17.0,24,9.3,24,9.0,24,17.1,,80.1, ,64.0, ,0.0,G,,0,1986,8,Summer
1986-08-16,76.2,24,70.2,24,1014.1,24,13.0,24,8.4,24,9.1,24,15.0,,81.0, ,68.0, ,0.0,D,,0,1986,8,Summer
1986-08-17,78.6,24,73.7,24,1013.8,24,12.6,24,6.4,24,7.3,24,11.1,,86.0,*,72.0, ,0.0,G,,110000,1986,8,Summer
1986-08-18,74.8,24,69.6,24,1012.3,24,11.1,24,8.3,24,12.5,24,19.0,24.1,87.1, ,71.1,*,0.8,G,,110000,1986,8,Summer
1986-08-19,75.7,24,67.6,24,1015.7,24,14.5,24,10.1,24,8.7,24,11.1,,84.0,*,71.1, ,0.01,G,,100000,1986,8,Summer
1986-08-20,73.4,24,65.3,24,1022.6,24,21.4,24,11.3,24,9.0,24,13.0,,84.0, ,70.0, ,0.0,G,,10000,1986,8,Summer
1986-08-21,67.8,24,63.6,24,1023.4,24,22.2,24,9.7,24,8.9,24,13.0,26.0,80.1, ,64.0,*,0.13,G,,110000,1986,8,Summer
1986-08-22,69.8,24,62.5,24,1020.4,24,19.1,24,7.5,24,7.9,24,12.0,,80.1, ,62.1, ,0.9,G,,110000,1986,8,Summer
1986-08-23,72.0,24,60.9,24,1018.7,24,17.5,24,11.4,24,9.1,24,20.0,21.0,80.1, ,62.1, ,0.0,G,,0,1986,8,Summer
1986-08-24,71.2,24,58.9,24,1008.7,24,7.5,24,13.0,24,17.8,24,25.1,35.0,80.1, ,64.0, ,0.37,G,,110000,1986,8,Summer
1986-08-25,67.1,24,49.3,24,1015.9,24,14.7,24,18.8,24,14.7,24,22.0,28.9,73.9, ,60.1, ,0.0,G,,0,1986,8,Summer
1986-08-26,70.6,24,55.7,24,1019.4,24,18.2,24,12.5,24,9.1,24,15.9,,77.0,*,60.1, ,0.0,G,,0,1986,8,Summer
1986-08-27,76.0,24,68.2,24,1010.4,24,9.2,24,6.5,24,13.1,24,18.1,24.1,84.0, ,64.9, ,0.0,G,,0,1986,8,Summer
1986-08-28,64.9,24,53.5,24,1012.2,24,11.0,24,11.9,24,12.7,24,17.1,20.0,84.0, ,54.0, ,0.24,D,,110000,1986,8,Summer
1986-08-29,58.8,24,41.6,24,1023.7,24,22.5,24,19.9,24,10.1,24,15.9,,71.1, ,52.0, ,0.0,D,,0,1986,8,Summer
1986-08-30,63.7,24,44.8,24,1028.6,24,27.4,24,17.4,24,6.3,24,14.0,,73.0,*,52.0, ,0.0,G,,0,1986,8,Summer
1986-08-31,67.7,24,50.1,24,1027.6,24,26.4,24,14.9,24,7.0,24,13.0,,77.0,*,55.0, ,0.0,G,,0,1986,8,Summer
1986-09-01,68.8,24,53.4,24,1025.2,24,24.0,24,12.3,24,7.7,24,14.0,,77.0, ,59.0, ,0.0,G,,0,1986,9,Fall
1986-09-02,68.1,24,58.9,24,1023.2,24,22.0,24,7.9,24,8.8,24,13.0,,75.9, ,62.1, ,0.0,D,,10000,1986,9,Fall
1986-09-03,67.9,24,63.1,24,1023.8,24,22.7,24,4.9,24,8.2,24,15.0,,73.0, ,63.0, ,0.0,D,,110000,1986,9,Fall
1986-09-04,65.8,24,61.2,24,1022.9,24,21.7,24,5.3,24,12.0,24,17.1,,73.0, ,63.0, ,0.0,G,,110000,1986,9,Fall
1986-09-05,67.8,24,63.2,24,1016.3,24,15.1,24,7.1,24,10.1,24,18.1,,75.0, ,63.0, ,0.0,G,,110010,1986,9,Fall
1986-09-06,71.4,24,63.8,24,1012.4,24,11.2,24,7.2,24,8.3,24,14.0,15.9,79.0, ,63.0, ,0.27,G,,110000,1986,9,Fall
1986-09-07,66.4,24,53.0,24,1015.5,24,14.3,24,17.8,24,7.6,24,12.0,,79.0, ,57.9, ,0.0,G,,0,1986,9,Fall
1986-09-08,62.9,24,49.5,24,1020.4,24,19.2,24,18.2,24,7.6,24,12.0,,71.1, ,57.0, ,0.0,G,,0,1986,9,Fall
1986-09-09,64.7,24,45.9,24,1024.5,24,23.3,24,19.1,24,7.5,24,14.0,,73.9,*,57.0, ,0.0,G,,0,1986,9,Fall
1986-09-10,67.0,24,51.6,24,1024.6,24,23.5,24,12.9,24,11.2,24,20.0,24.1,75.0, ,57.0, ,0.0,G,,0,1986,9,Fall
1986-09-11,73.9,24,64.7,24,1017.3,24,16.1,24,6.1,24,14.3,24,22.0,24.1,86.0,*,59.0, ,0.0,G,,0,1986,9,Fall
1986-09-12,77.6,24,68.1,24,1008.2,24,7.0,24,8.3,24,14.6,24,20.0,27.0,86.0, ,68.0, ,0.0,G,,0,1986,9,Fall
1986-09-13,69.1,24,51.3,24,1015.7,24,14.5,24,18.8,24,13.2,24,21.0,26.0,82.9, ,59.0, ,0.0,G,,0,1986,9,Fall
1986-09-14,64.9,24,46.9,24,1022.8,24,21.7,24,19.9,24,12.6,24,20.0,,75.9, ,55.9, ,0.0,D,,0,1986,9,Fall
1986-09-15,64.4,24,48.6,24,1023.9,24,22.7,24,13.6,24,6.2,24,12.0,,75.9,*,55.9, ,0.0,D,,0,1986,9,Fall
1986-09-16,63.5,24,50.9,24,1018.5,24,17.3,24,15.8,24,17.5,24,27.0,36.9,75.9, ,54.0, ,0.02,G,,10000,1986,9,Fall
1986-09-17,56.7,24,41.9,24,1028.4,24,27.2,24,19.9,24,9.0,24,19.0,21.0,70.0, ,48.0, ,0.0,D,,0,1986,9,Fall
1986-09-18,60.0,24,48.1,24,1027.7,24,26.6,24,14.0,24,10.2,24,15.9,,66.0, ,48.0, ,0.0,G,,10000,1986,9,Fall
1986-09-19,64.5,24,59.6,24,1022.0,24,20.8,24,6.2,24,5.8,24,11.1,,73.0,*,53.1, ,0.03,G,,110000,1986,9,Fall
1986-09-20,67.0,24,58.6,24,1022.1,24,20.9,24,6.2,24,6.0,24,13.0,,73.9,*,61.0, ,0.0,C,,0,1986,9,Fall
1986-09-21,69.2,24,62.0,24,1021.1,24,19.9,24,7.5,24,8.0,24,15.0,,75.0, ,61.0, ,0.0,G,,110000,1986,9,Fall
1986-09-22,61.9,24,53.8,24,1024.0,24,22.8,24,10.9,24,7.7,24,12.0,,75.0, ,57.0, ,0.0,G,,0,1986,9,Fall
1986-09-23,68.2,24,61.7,24,1013.1,24,11.9,24,5.1,24,9.4,24,14.0,,81.0,*,57.0, ,0.0,G,,110010,1986,9,Fall
1986-09-24,72.3,24,65.7,24,1009.1,24,7.9,24,9.1,24,6.1,24,8.9,,82.0, ,62.1, ,0.06,G,,0,1986,9,Fall
1986-09-25,72.0,24,61.4,24,1013.9,24,12.7,24,7.6,24,6.9,24,10.1,,79.0, ,66.0, ,0.0,G,,0,1986,9,Fall
1986-09-26,72.8,24,63.4,24,1017.4,24,16.2,24,6.5,24,5.4,24,12.0,,82.9,*,66.0, ,0.33,G,,110010,1986,9,Fall
1986-09-27,67.5,24,62.8,24,1016.9,24,15.7,24,6.4,24,9.5,24,18.1,25.1,84.0, ,59.0,*,0.43,G,,110010,1986,9,Fall
1986-09-28,62.1,24,51.1,24,1024.1,24,23.0,24,13.1,24,6.8,24,11.1,,73.9, ,59.0, ,0.03,G,,0,1986,9,Fall
1986-09-29,69.2,24,61.6,24,1024.0,24,22.8,24,13.3,24,10.5,24,14.0,,78.1,*,60.1, ,0.0,G,,0,1986,9,Fall
1986-09-30,75.9,24,68.5,24,1018.4,24,17.2,24,5.7,24,11.5,24,17.1,22.0,87.1,*,64.9, ,0.0,G,,100000,1986,9,Fall
1986-10-01,79.0,24,66.5,24,1013.4,24,12.2,24,10.0,24,13.2,24,15.0,22.0,88.0, ,70.0, ,0.0,G,,0,1986,10,Fall
1986-10-02,67.4,24,61.2,24,1014.0,24,12.8,24,8.3,24,8.4,24,14.0,,81.0, ,63.0, ,0.02,G,,110000,1986,10,Fall
1986-10-03,64.4,24,58.5,24,1018.1,24,16.9,24,8.4,24,8.2,24,13.0,17.1,73.9, ,62.1, ,0.0,G,,110000,1986,10,Fall
1986-10-04,73.6,24,67.1,24,1005.9,24,4.7,24,6.8,24,9.9,24,14.0,20.0,81.0,*,62.1, ,0.71,G,,110000,1986,10,Fall
1986-10-05,67.9,24,56.0,24,1004.3,24,3.1,24,16.3,24,14.3,24,21.0,25.1,81.0, ,61.0, ,0.0,G,,10000,1986,10,Fall
1986-10-06,59.1,24,41.2,24,1008.4,24,7.2,24,19.9,24,16.3,24,26.0,35.9,73.0, ,54.0,*,0.0,G,,0,1986,10,Fall
1986-10-07,50.1,24,33.7,24,1021.6,24,20.4,24,19.9,24,11.2,24,22.9,27.0,62.1, ,43.0, ,0.0,D,,0,1986,10,Fall
1986-10-08,58.8,24,45.2,24,1023.1,24,21.9,24,16.3,24,10.0,24,17.1,19.0,71.1,*,43.0, ,0.0,D,,0,1986,10,Fall
1986-10-09,67.3,24,60.1,24,1019.2,24,18.0,24,6.5,24,7.9,24,19.0,22.9,77.0, ,50.0, ,0.0,G,,100000,1986,10,Fall
1986-10-10,51.2,24,36.4,24,1026.5,24,25.4,24,19.2,24,12.8,24,18.1,28.0,77.0, ,43.0, ,0.0,G,,0,1986,10,Fall
1986-10-11,49.9,24,37.3,24,1032.9,24,31.7,24,19.1,24,11.5,24,15.9,,57.9,*,43.0, ,0.0,G,,0,1986,10,Fall
1986-10-12,55.0,24,48.2,24,1027.7,24,26.5,24,15.0,24,9.4,24,14.0,,61.0, ,43.0, ,0.0,D,,10000,1986,10,Fall
1986-10-13,60.6,24,57.9,24,1020.3,24,19.1,24,6.6,24,7.0,24,12.0,,64.0,*,57.0, ,0.02,G,,110000,1986,10,Fall
1986-10-14,66.0,24,63.7,24,1009.7,24,8.5,24,4.1,24,6.7,24,15.0,,72.0,*,57.0, ,0.45,G,,110000,1986,10,Fall
1986-10-15,54.9,24,40.4,24,1013.1,24,11.9,24,18.6,24,13.7,24,17.1,22.9,73.0, ,48.0, ,0.04,G,,0,1986,10,Fall
1986-10-16,52.7,24,38.9,24,1017.8,24,16.6,24,15.6,24,6.2,24,11.1,,60.1, ,48.0, ,0.0,G,,0,1986,10,Fall
1986-10-17,55.0,24,40.7,24,1018.7,24,17.6,24,14.9,24,8.4,24,14.0,,61.0, ,48.0, ,0.0,G,,10000,1986,10,Fall
1986-10-18,51.6,24,37.1,24,1027.1,24,26.0,24,16.4,24,11.4,24,17.1,22.0,59.0, ,46.0, ,0.0,G,,10000,1986,10,Fall
1986-10-19,51.2,24,31.6,24,1029.6,24,28.4,24,19.5,24,9.6,24,15.0,,62.1,*,44.1, ,0.0,G,,0,1986,10,Fall
1986-10-20,56.0,24,38.1,24,1024.2,24,23.0,24,16.6,24,7.6,24,12.0,,64.9,*,44.1, ,0.0,G,,0,1986,10,Fall
1986-10-21,58.2,24,42.9,24,1020.9,24,19.6,24,11.6,24,7.3,24,15.0,,70.0,*,48.0, ,0.0,G,,0,1986,10,Fall
1986-10-22,62.0,24,47.2,24,1020.0,24,18.8,24,8.4,24,7.2,24,13.0,,70.0, ,48.0, ,0.0,G,,0,1986,10,Fall
1986-10-23,63.9,24,53.3,24,1019.0,24,17.9,24,4.8,24,10.4,24,15.9,24.1,75.0, ,54.0, ,0.0,G,,0,1986,10,Fall
1986-10-24,59.2,24,44.0,24,1021.3,24,20.1,24,16.5,24,10.5,24,14.0,,75.0, ,51.1, ,0.0,G,,0,1986,10,Fall
1986-10-25,50.7,24,36.0,24,1026.3,24,25.1,24,17.2,24,7.1,24,12.0,,62.1, ,43.0, ,0.0,D,,0,1986,10,Fall
1986-10-26,52.8,24,47.3,24,1020.4,24,19.2,24,6.3,24,8.2,24,14.0,,57.0, ,43.0, ,0.4,G,,110000,1986,10,Fall
1986-10-27,51.9,24,51.1,24,1012.8,24,11.6,24,2.3,24,10.0,24,17.1,,55.9, ,48.9, ,0.45,G,,110000,1986,10,Fall
1986-10-28,58.1,24,51.1,24,1013.8,24,12.7,24,7.4,24,9.2,24,15.9,,64.9, ,50.0, ,0.0,G,,110000,1986,10,Fall
1986-10-29,58.1,24,47.5,24,1021.5,24,20.3,24,10.5,24,6.8,24,15.0,22.0,69.1,*,48.9, ,0.0,G,,0,1986,10,Fall
1986-10-30,59.6,24,47.2,24,1019.2,24,18.0,24,12.9,24,13.3,24,18.1,22.9,70.0, ,48.9, ,0.0,G,,0,1986,10,Fall
1986-10-31,45.4,24,33.1,24,1037.0,24,35.8,24,19.9,24,12.0,24,18.1,24.1,63.0, ,32.5, ,0.0,G,,0,1986,10,Fall
1986-11-01,53.1,24,44.3,24,1037.1,24,35.9,24,15.7,24,6.7,24,11.1,,62.1, ,37.9, ,0.0,G,,0,1986,11,Fall
1986-11-02,58.9,24,53.7,24,1024.5,24,23.3,24,7.7,24,10.5,24,18.1,22.9,63.0, ,46.0, ,0.09,G,,110000,1986,11,Fall
1986-11-03,46.7,24,33.9,24,1024.8,24,23.7,24,16.4,24,9.1,24,15.9,,63.0, ,39.0, ,0.0,D,,0,1986,11,Fall
1986-11-04,50.7,24,42.0,24,1019.2,24,18.0,24,10.7,24,8.9,24,15.9,,55.0,*,39.0, ,0.08,G,,110000,1986,11,Fall
1986-11-05,41.1,24,31.8,24,1024.9,24,23.8,24,10.9,24,14.1,24,22.0,27.0,55.9, ,36.0,*,0.04,G,,111000,1986,11,Fall
1986-11-06,46.4,24,44.2,24,1018.0,24,16.9,24,5.6,24,13.3,24,21.0,26.0,50.0,*,36.0, ,0.42,G,,110000,1986,11,Fall
1986-11-07,48.2,24,43.1,24,1030.8,24,29.6,24,10.5,24,7.2,24,12.0,,53.1,*,43.0, ,0.12,G,,0,1986,11,Fall
1986-11-08,56.3,24,54.7,24,1027.8,24,26.6,24,3.7,24,7.5,24,10.1,,61.0,*,43.0, ,0.49,G,,110000,1986,11,Fall
1986-11-09,63.9,24,61.0,24,1016.1,24,14.9,24,4.1,24,10.0,24,20.0,31.1,72.0, ,53.1, ,0.0,G,,110000,1986,11,Fall
1986-11-10,48.1,24,30.4,24,1025.8,24,24.7,24,19.7,24,15.1,24,22.0,22.9,72.0, ,41.0, ,0.23,G,,0,1986,11,Fall
1986-11-11,41.8,24,33.1,24,1027.5,24,26.3,24,12.3,24,7.8,24,11.1,,55.0, ,37.9, ,0.33,G,,110000,1986,11,Fall
1986-11-12,43.2,24,37.3,24,1024.9,24,23.7,24,10.4,24,5.8,24,11.1,,48.9, ,37.9, ,0.79,G,,110000,1986,11,Fall
1986-11-13,40.1,24,28.3,24,1023.2,24,22.0,24,12.1,24,14.1,24,26.0,34.0,48.9, ,30.0,*,0.0,G,,0,1986,11,Fall
1986-11-14,28.8,24,12.3,24,1035.8,24,34.6,24,18.6,24,12.7,24,21.0,29.9,44.1, ,24.1, ,0.0,D,,0,1986,11,Fall
1986-11-15,35.9,24,21.0,24,1027.4,24,26.2,24,16.2,24,9.8,24,15.0,20.0,44.1,*,24.1, ,0.0,G,,0,1986,11,Fall
1986-11-16,45.9,24,32.3,24,1015.7,24,14.5,24,9.1,24,5.7,24,10.1,,53.1,*,30.9, ,0.0,G,,0,1986,11,Fall
1986-11-17,48.8,24,38.2,24,1014.0,24,12.9,24,7.9,24,7.8,24,15.9,,54.0,*,41.4, ,0.0,G,,0,1986,11,Fall
1986-11-18,49.4,24,39.6,24,1014.4,24,13.2,24,7.6,24,7.4,24,10.1,,54.0, ,39.0, ,0.0,G,,0,1986,11,Fall
1986-11-19,38.0,24,32.3,24,1013.5,24,12.3,24,9.3,24,16.9,24,25.1,41.0,51.1, ,34.0, ,1.25,G,,111000,1986,11,Fall
1986-11-20,32.3,24,24.1,24,1025.2,24,23.9,24,12.7,24,10.7,24,14.0,,45.0,*,26.1, ,0.36,G,,110000,1986,11,Fall
1986-11-21,47.1,24,32.1,24,1002.4,24,1.2,24,11.8,24,18.4,24,26.0,35.9,57.0, ,26.1, ,1.0,G,,110000,1986,11,Fall
1986-11-22,39.8,24,26.3,24,1017.9,24,16.7,24,19.3,24,13.7,24,28.0,35.9,57.0, ,36.0, ,0.1,G,,0,1986,11,Fall
1986-11-23,43.4,24,34.2,24,1026.3,24,25.1,24,16.9,24,7.6,24,13.0,,53.1,*,36.0, ,0.0,G,,0,1986,11,Fall
1986-11-24,51.8,24,47.4,24,1019.0,24,17.8,24,6.0,24,9.5,24,15.0,,53.1, ,51.1,*,0.19,G,,110000,1986,11,Fall
1986-11-25,45.3,24,31.9,24,1024.1,24,22.9,24,15.1,24,9.1,24,15.0,,53.1, ,39.9, ,0.02,G,,0,1986,11,Fall
1986-11-26,48.3,24,42.5,24,1020.7,24,19.5,24,5.9,24,9.3,24,19.0,24.1,60.1,*,39.9, ,0.44,G,,110000,1986,11,Fall
1986-11-27,54.4,24,44.0,24,1013.2,24,12.0,24,15.9,24,15.1,24,22.9,33.0,64.9, ,42.1, ,0.8,G,,110000,1986,11,Fall
1986-11-28,44.8,24,33.5,24,1022.4,24,21.2,24,14.7,24,6.0,24,10.1,,57.9, ,37.9, ,0.48,G,,0,1986,11,Fall
1986-11-29,47.3,24,35.3,24,1018.4,24,17.2,24,10.7,24,8.2,24,19.0,,54.0, ,37.9, ,0.0,G,,0,1986,11,Fall
1986-11-30,43.0,24,27.1,24,1024.1,24,23.0,24,15.7,24,12.2,24,17.1,,54.0, ,39.0, ,0.0,D,,0,1986,11,Fall
1986-12-01,31.4,24,15.8,24,1035.7,24,34.6,24,19.9,24,14.1,24,19.0,,46.0, ,24.1, ,0.0,D,,0,1986,12,Winter
1986-12-02,40.2,24,30.7,24,1033.1,24,31.9,24,12.0,24,15.9,24,20.0,29.9,46.9, ,24.1, ,0.0,G,,110000,1986,12,Winter
