DATE,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT,YEAR,Month,Season,HUMID
2013-12-27,35.6,24,18.3,24,1026.1,24,25.1,24,10.0,24,10.3,24,15.9,25.1,39.9, ,30.0, ,0.0,G,,0,2013,12,Winter,48.0
2013-12-28,42.4,24,22.0,24,1023.1,24,22.1,24,10.0,24,9.3,24,17.1,21.0,55.0, ,32.0, ,0.0,G,,0,2013,12,Winter,42.0
2013-12-29,45.2,24,29.3,24,1013.7,22,12.5,24,7.9,24,7.1,24,23.3,24.1,55.0, ,36.0, ,0.0,G,,10000,2013,12,Winter,68.0
2013-12-30,40.5,24,30.6,24,1010.9,23,9.1,24,9.6,24,11.3,24,19.0,24.1,48.0, ,28.9, ,1.2,G,,10000,2013,12,Winter,60.0
2013-12-31,26.0,24,10.2,24,1020.9,24,19.9,24,9.7,24,9.9,24,19.0,26.0,44.1, ,21.0, ,0.0,G,,1000,2013,12,Winter,49.0
2014-01-01,28.9,24,10.3,24,1026.9,24,25.9,24,10.0,24,9.4,24,15.9,24.1,33.1, ,21.0, ,0.0,G,,0,2014,1,Winter,49.0
2014-01-02,28.9,24,20.5,24,1019.5,24,18.6,24,9.3,24,14.2,24,22.0,27.0,33.1, ,25.0, ,0.01,G,,11000,2014,1,Winter,79.0
2014-01-03,16.6,24,8.9,24,1015.1,17,11.6,24,4.0,24,16.7,24,22.0,32.1,32.0, ,10.9, ,0.3,G,7.9,101000,2014,1,Winter,63.0
2014-01-04,15.8,24,-1.2,24,1031.4,24,30.4,24,10.0,24,6.8,24,13.0,22.9,27.0, ,9.0, ,0.25,G,3.9,0,2014,1,Winter,48.0
2014-01-05,29.1,24,20.8,24,1025.8,18,24.0,24,6.6,24,4.8,24,11.1,,35.6,*,26.1,*,0.0,G,3.1,10000,2014,1,Winter,84.0
2014-01-06,44.7,24,39.6,24,1002.3,19,2.2,24,4.1,24,11.2,24,19.0,27.0,53.1, ,25.0, ,0.17,G,2.0,110000,2014,1,Winter,70.0
2014-01-07,14.0,24,-6.9,24,1015.2,24,14.3,24,10.0,24,19.6,24,26.0,35.9,36.0,*,3.9,*,0.24,G,,0,2014,1,Winter,38.0
2014-01-08,12.9,24,-6.0,24,1031.1,24,30.2,24,10.0,24,11.4,24,18.1,24.1,21.9, ,3.9, ,0.0,G,,0,2014,1,Winter,41.0
2014-01-09,25.7,24,5.1,24,1035.2,24,34.2,24,10.0,24,7.0,24,12.0,15.9,33.1, ,9.0, ,0.0,G,,0,2014,1,Winter,45.0
2014-01-10,30.2,24,20.1,24,1033.5,19,32.0,24,7.2,24,4.8,24,7.0,,34.0, ,23.0, ,0.0,G,,11000,2014,1,Winter,80.0
2014-01-11,43.7,24,41.8,24,1014.5,12,12.7,24,2.2,24,9.2,24,20.0,33.0,55.0, ,27.0, ,0.22,G,,110000,2014,1,Winter,93.0
2014-01-12,47.6,24,34.4,24,1004.0,23,1.8,24,9.9,24,13.6,24,20.0,31.1,55.9, ,34.0, ,0.45,G,,10000,2014,1,Winter,52.0
2014-01-13,41.8,24,29.0,24,1018.2,24,17.2,24,9.8,24,8.9,24,13.0,19.0,54.0, ,35.1, ,0.02,G,,0,2014,1,Winter,65.0
2014-01-14,45.8,24,39.8,24,1010.8,18,8.8,24,8.5,24,6.6,24,11.1,,50.0, ,35.1, ,0.02,G,,10000,2014,1,Winter,84.0
2014-01-15,42.4,24,36.9,24,1012.4,21,11.7,24,8.0,24,5.5,24,13.0,17.1,50.0, ,36.0, ,0.36,G,,110000,2014,1,Winter,84.0
2014-01-16,39.1,24,32.0,24,1012.0,20,11.1,24,7.5,24,5.9,24,12.0,,41.0,*,37.0,*,0.0,G,,100000,2014,1,Winter,69.0
2014-01-17,38.3,24,24.6,24,1013.9,23,12.9,24,10.0,24,5.5,24,12.0,15.9,46.0, ,33.1, ,0.0,G,,0,2014,1,Winter,57.0
2014-01-18,37.5,24,29.4,24,1009.7,19,7.7,24,8.0,24,7.7,24,17.1,25.1,46.0, ,32.0, ,0.0,G,,11010,2014,1,Winter,73.0
2014-01-19,29.8,24,15.2,24,1008.6,24,7.5,24,10.0,24,12.1,24,18.1,24.1,39.0, ,25.0, ,0.15,G,,0,2014,1,Winter,52.0
2014-01-20,39.6,24,21.2,24,1004.0,24,3.0,24,10.0,24,11.1,24,20.0,28.0,46.0, ,25.0, ,0.0,G,,0,2014,1,Winter,49.0
2014-01-21,25.7,24,13.4,24,1012.8,18,12.0,24,6.0,24,12.5,24,19.0,22.0,46.0, ,14.0, ,0.0,G,5.9,11000,2014,1,Winter,68.0
2014-01-22,12.6,24,0.3,24,1010.3,23,9.4,24,7.7,24,16.6,24,24.1,31.1,32.0, ,7.0, ,0.25,G,5.9,1000,2014,1,Winter,51.0
2014-01-23,13.5,24,-2.1,24,1018.5,24,17.4,24,10.0,24,11.9,24,18.1,25.1,21.0, ,7.0, ,0.0,G,3.9,0,2014,1,Winter,51.0
2014-01-24,15.7,24,-1.2,24,1026.2,24,25.2,24,10.0,24,12.8,24,17.1,27.0,21.0, ,8.1, ,0.0,G,3.9,0,2014,1,Winter,45.0
2014-01-25,22.0,24,5.9,24,1011.8,22,9.7,24,8.3,24,12.6,24,19.0,25.1,27.0, ,10.9, ,0.0,G,3.9,1000,2014,1,Winter,58.0
2014-01-26,21.9,24,5.8,24,1006.1,22,5.0,24,9.7,24,12.7,24,22.0,31.1,27.0, ,18.0, ,0.02,G,3.1,1000,2014,1,Winter,46.0
2014-01-27,33.7,24,18.6,24,1006.9,24,5.9,24,10.0,24,9.4,24,18.1,25.1,44.1, ,18.0, ,0.0,G,1.2,0,2014,1,Winter,50.0
2014-01-28,18.5,24,-5.0,24,1023.3,24,22.3,24,10.0,24,11.8,24,17.1,25.1,28.0,*,12.9,*,0.0,G,1.2,0,2014,1,Winter,34.0
2014-01-29,18.2,24,-2.3,24,1022.3,22,21.3,24,8.5,24,8.1,24,15.9,22.0,23.0, ,12.9, ,0.05,G,1.2,1000,2014,1,Winter,45.0
2014-01-30,21.6,24,-1.0,24,1028.0,24,27.0,24,10.0,24,7.5,24,15.0,22.0,28.9, ,14.0, ,0.0,I,1.2,0,2014,1,Winter,41.0
2014-01-31,30.5,24,9.6,24,1021.5,24,20.4,24,10.0,24,7.3,24,9.9,,39.0, ,18.0, ,0.0,G,,0,2014,1,Winter,38.0
2014-02-01,38.2,24,17.3,24,1024.4,24,23.5,24,10.0,24,3.2,24,9.9,,44.1, ,26.1, ,0.0,G,,0,2014,2,Winter,53.0
2014-02-02,40.3,24,30.2,24,1015.3,23,14.4,24,8.1,24,3.3,24,8.9,,55.0, ,30.0, ,0.0,G,,0,2014,2,Winter,68.0
2014-02-03,35.6,24,30.2,24,1018.8,14,18.6,24,4.6,24,8.2,24,13.0,18.1,55.0, ,30.0, ,0.27,G,7.1,111000,2014,2,Winter,83.0
2014-02-04,29.6,24,19.3,24,1028.4,24,27.3,24,9.9,24,6.2,24,12.0,,42.1, ,25.0, ,0.81,G,5.9,0,2014,2,Winter,65.0
2014-02-05,31.5,24,26.7,24,1021.4,11,14.7,24,5.7,24,9.0,24,18.1,24.1,36.0, ,25.0, ,0.74,G,7.9,111000,2014,2,Winter,86.0
2014-02-06,28.4,24,18.4,24,1020.7,21,18.8,24,9.3,24,8.6,24,15.0,20.0,34.0, ,21.9, ,0.44,G,5.9,10000,2014,2,Winter,60.0
2014-02-07,28.5,24,12.1,24,1024.8,24,23.9,24,10.0,24,8.9,24,14.0,21.0,33.1, ,21.9, ,0.0,G,5.9,0,2014,2,Winter,48.0
2014-02-08,26.8,24,4.1,24,1025.6,24,24.6,24,10.0,24,8.0,24,15.9,22.0,33.1, ,21.9, ,0.0,G,5.9,0,2014,2,Winter,37.0
2014-02-09,26.1,24,7.4,24,1020.5,24,19.5,24,9.9,24,6.5,24,8.9,,28.9, ,21.0, ,0.0,G,5.9,1000,2014,2,Winter,54.0
2014-02-10,25.9,24,13.2,24,1019.3,21,17.6,24,8.5,24,12.4,24,19.0,25.1,28.9, ,21.0, ,0.1,G,7.1,101000,2014,2,Winter,51.0
2014-02-11,22.6,24,4.8,24,1026.6,24,25.6,24,10.0,24,11.3,24,15.9,20.0,28.9, ,18.0, ,0.0,G,5.9,0,2014,2,Winter,46.0
2014-02-12,19.0,24,2.7,24,1032.7,24,31.7,24,10.0,24,9.2,24,15.9,,26.1, ,14.0, ,0.0,G,5.9,0,2014,2,Winter,53.0
2014-02-13,28.7,24,23.3,24,1012.3,11,13.5,24,4.0,24,15.8,24,28.9,36.9,36.0, ,14.0, ,0.18,G,13.0,111000,2014,2,Winter,88.0
2014-02-14,35.4,24,26.2,24,993.5,19,989.8,24,7.0,24,16.4,24,27.0,34.0,39.9, ,24.1, ,1.75,G,9.8,111010,2014,2,Winter,61.0
2014-02-15,34.5,24,24.4,24,1006.4,23,5.2,24,6.7,24,9.7,24,20.0,27.0,39.0,*,30.2,*,0.25,G,11.8,101000,2014,2,Winter,73.0
2014-02-16,27.2,24,12.4,24,1011.0,24,9.5,24,9.2,24,14.0,24,21.0,32.1,37.0, ,21.9, ,0.05,G,11.0,1000,2014,2,Winter,51.0
2014-02-17,24.4,24,4.7,24,1023.9,24,22.9,24,10.0,24,11.2,24,17.1,28.9,33.1, ,19.0, ,0.0,G,9.1,0,2014,2,Winter,38.0
2014-02-18,30.6,24,16.7,24,1022.1,20,20.2,23,7.3,24,7.2,24,22.0,28.0,39.9, ,19.0, ,0.05,G,9.8,101000,2014,2,Winter,66.0
2014-02-19,36.4,24,26.7,24,1014.8,21,13.0,24,7.0,24,5.3,24,14.0,20.0,45.0, ,25.0, ,0.1,G,7.1,10000,2014,2,Winter,73.0
2014-02-20,42.5,24,27.0,24,1019.2,24,18.2,24,9.6,24,8.1,24,18.1,24.1,50.0, ,28.0, ,0.25,G,5.1,10000,2014,2,Winter,57.0
2014-02-21,37.1,24,33.6,24,1013.4,18,12.3,24,2.3,24,8.2,24,15.9,28.9,46.9,*,33.8,*,0.02,G,3.9,110000,2014,2,Winter,86.0
2014-02-22,45.5,24,25.2,24,1014.6,24,13.6,24,10.0,24,9.4,24,19.0,27.0,55.0, ,34.0, ,0.11,G,1.2,0,2014,2,Winter,42.0
2014-02-23,48.0,24,25.3,24,1015.0,24,13.9,24,10.0,24,5.2,24,9.9,,55.0, ,37.9, ,0.0,G,1.2,0,2014,2,Winter,44.0
2014-02-24,40.0,24,17.5,24,1011.4,24,10.4,24,10.0,24,13.2,24,21.0,28.9,54.0, ,33.1, ,0.0,G,,10000,2014,2,Winter,40.0
2014-02-25,28.7,24,9.0,24,1016.9,24,15.9,24,10.0,24,12.9,24,20.0,29.9,44.1, ,24.1, ,0.0,G,,0,2014,2,Winter,43.0
2014-02-26,28.0,24,9.6,24,1013.0,22,12.1,24,8.9,24,9.2,24,19.0,31.1,33.1, ,24.1, ,0.0,G,,1000,2014,2,Winter,45.0
2014-02-27,24.7,24,0.3,24,1008.1,24,7.2,24,9.9,24,9.6,24,28.0,35.9,33.1, ,19.0, ,0.01,G,,1000,2014,2,Winter,37.0
2014-02-28,17.3,24,-6.1,24,1023.6,24,22.6,24,10.0,24,13.3,24,28.0,29.9,33.1, ,10.0, ,0.0,G,,0,2014,2,Winter,33.0
2014-03-01,26.6,24,3.9,24,1028.2,24,27.2,24,10.0,24,5.6,24,11.1,14.0,37.9, ,10.0, ,0.0,G,,0,2014,3,Spring,43.0
2014-03-02,36.6,24,18.5,24,1018.9,24,17.9,24,10.0,24,6.0,24,8.9,,39.0, ,21.0, ,0.0,G,,0,2014,3,Spring,47.0
2014-03-03,25.9,24,8.5,24,1019.8,23,18.4,24,8.7,24,10.6,24,15.9,20.0,39.0, ,19.9, ,0.01,G,,1000,2014,3,Spring,46.0
2014-03-04,20.3,24,-0.3,24,1027.4,24,26.3,24,10.0,24,6.4,24,14.0,,32.0, ,12.9, ,0.0,I,,0,2014,3,Spring,41.0
2014-03-05,30.6,24,6.7,24,1024.4,24,23.4,24,10.0,24,5.1,24,9.9,,37.0, ,12.9, ,0.0,G,,0,2014,3,Spring,38.0
2014-03-06,24.2,24,3.2,24,1033.5,24,32.5,24,10.0,24,10.2,24,15.9,22.0,37.0, ,16.0, ,0.0,G,,0,2014,3,Spring,40.0
2014-03-07,29.2,24,16.1,24,1027.9,21,26.4,24,10.0,24,10.2,24,15.9,,36.0, ,16.0, ,0.0,G,,0,2014,3,Spring,67.0
2014-03-08,41.6,24,26.9,24,1011.6,24,10.6,24,10.0,24,7.3,24,14.0,19.0,55.9, ,26.1, ,0.0,G,,0,2014,3,Spring,52.0
2014-03-09,41.4,24,19.6,24,1013.7,24,12.6,24,9.8,24,11.3,24,17.1,21.0,55.9, ,35.1, ,0.0,G,,0,2014,3,Spring,38.0
2014-03-10,41.9,24,17.4,24,1010.2,24,9.4,24,9.8,24,8.7,24,13.0,15.9,51.1, ,35.1, ,0.0,G,,11000,2014,3,Spring,45.0
2014-03-11,52.3,24,29.7,24,1002.9,24,1.9,24,10.0,24,7.0,24,14.0,18.1,64.9, ,37.0, ,0.0,G,,0,2014,3,Spring,40.0
2014-03-12,48.1,24,35.4,24,998.5,23,997.0,24,8.5,24,7.4,24,15.9,24.1,64.9, ,39.0, ,0.0,G,,10000,2014,3,Spring,74.0
2014-03-13,28.8,24,14.0,24,1000.3,21,996.1,24,9.0,24,20.9,24,28.0,38.1,54.0, ,19.0, ,0.35,G,,10000,2014,3,Spring,43.0
2014-03-14,29.7,24,4.7,24,1019.7,24,18.7,24,10.0,24,12.9,24,22.9,31.1,44.1, ,19.0, ,0.0,G,,0,2014,3,Spring,40.0
2014-03-15,47.9,24,24.7,24,1010.2,24,9.1,24,10.0,24,11.1,24,21.0,32.1,57.9,*,39.0,*,0.0,G,,10000,2014,3,Spring,36.0
2014-03-16,37.7,24,12.3,24,1019.1,24,18.1,24,10.0,24,14.2,24,20.0,29.9,57.9, ,30.0, ,0.0,G,,0,2014,3,Spring,34.0
2014-03-17,28.3,24,3.2,24,1019.2,24,18.2,24,10.0,24,9.3,24,15.0,22.0,33.1, ,23.0, ,0.0,G,,0,2014,3,Spring,36.0
2014-03-18,32.1,24,9.5,24,1022.8,24,21.8,24,10.0,24,9.4,24,19.0,,41.0, ,23.0, ,0.0,G,,0,2014,3,Spring,44.0
2014-03-19,35.8,24,26.0,24,1024.2,21,22.9,24,9.8,24,9.4,24,14.0,19.0,45.0, ,27.0, ,0.0,G,,10000,2014,3,Spring,76.0
2014-03-20,45.3,24,32.9,24,1008.6,21,7.8,24,7.2,24,11.4,24,22.0,28.9,53.1, ,30.9, ,0.99,G,,10000,2014,3,Spring,54.0
2014-03-21,43.7,24,18.2,24,1014.0,24,13.0,24,10.0,24,14.1,24,22.0,31.1,53.1, ,39.0, ,0.0,G,,0,2014,3,Spring,37.0
2014-03-22,48.4,24,25.2,24,1012.7,24,11.6,24,10.0,24,9.7,24,20.0,33.0,63.0, ,37.0, ,0.0,G,,0,2014,3,Spring,42.0
2014-03-23,41.5,24,19.1,24,1016.0,24,15.0,24,10.0,24,11.0,24,19.0,24.1,63.0, ,35.1, ,0.0,G,,0,2014,3,Spring,40.0
2014-03-24,28.1,24,4.2,24,1021.3,24,20.3,24,10.0,24,12.8,24,19.0,27.0,42.1, ,21.9, ,0.0,G,,0,2014,3,Spring,35.0
2014-03-25,31.6,24,5.9,24,1019.2,24,18.3,24,10.0,24,7.5,24,15.9,20.0,37.9, ,21.9, ,0.0,G,,0,2014,3,Spring,38.0
2014-03-26,33.4,24,11.9,24,1011.0,24,10.0,24,9.8,24,16.8,24,28.0,36.9,37.9, ,26.1, ,0.0,G,,1000,2014,3,Spring,39.0
2014-03-27,30.1,24,7.1,24,1026.1,24,25.1,24,10.0,24,12.7,24,22.9,33.0,42.1, ,23.0, ,0.0,G,,0,2014,3,Spring,40.0
2014-03-28,44.9,24,31.5,24,1020.4,24,19.3,24,10.0,24,8.1,24,14.0,18.1,60.1, ,23.0, ,0.0,G,,10000,2014,3,Spring,68.0
2014-03-29,48.3,24,41.2,24,1019.5,19,17.9,24,7.7,24,6.7,24,15.0,,60.1, ,37.9, ,0.03,G,,10000,2014,3,Spring,82.0
2014-03-30,44.1,24,40.6,24,1002.0,14,1.2,24,3.8,24,12.4,24,23.3,28.0,55.0, ,41.0, ,1.97,G,,10010,2014,3,Spring,85.0
2014-03-31,42.1,24,31.7,24,1009.4,23,8.0,24,8.9,24,15.2,24,20.0,32.1,53.1,*,35.6,*,0.29,G,,11000,2014,3,Spring,59.0
2014-04-01,45.9,24,26.6,24,1018.1,24,17.0,24,10.0,24,8.5,24,15.0,22.9,59.0, ,36.0, ,0.02,G,,0,2014,4,Spring,49.0
2014-04-02,45.6,24,35.1,24,1018.7,24,17.6,24,10.0,24,5.7,24,11.1,,59.0, ,39.0, ,0.0,G,,10000,2014,4,Spring,72.0
2014-04-03,50.7,24,31.4,24,1018.5,24,17.4,24,9.7,24,3.9,24,11.1,15.0,64.0, ,41.0, ,0.0,G,,0,2014,4,Spring,47.0
2014-04-04,44.7,24,34.2,24,1017.3,21,15.8,24,8.3,24,9.8,24,17.1,22.9,51.1,*,39.2,*,0.09,G,,10000,2014,4,Spring,76.0
2014-04-05,45.3,24,32.8,24,1009.7,22,8.5,24,8.3,24,12.8,24,25.1,33.0,54.0, ,39.0, ,0.17,G,,10000,2014,4,Spring,54.0
2014-04-06,44.9,24,19.5,24,1020.1,24,19.1,24,10.0,24,9.7,24,19.0,28.0,59.0, ,37.0, ,0.0,G,,0,2014,4,Spring,39.0
2014-04-07,46.1,24,30.5,24,1021.0,23,19.7,24,8.6,24,6.9,24,17.1,18.1,59.0, ,37.0, ,0.0,G,,10000,2014,4,Spring,68.0
2014-04-08,51.0,24,42.2,24,999.9,14,999.7,24,4.7,24,10.7,24,21.0,32.1,64.9, ,41.0, ,0.99,G,,110000,2014,4,Spring,64.0
2014-04-09,51.4,24,29.8,24,1005.0,24,4.0,24,10.0,24,13.2,24,26.0,31.1,64.9, ,43.0, ,0.01,G,,0,2014,4,Spring,39.0
2014-04-10,49.8,24,18.3,24,1019.0,24,18.0,24,10.0,24,10.4,24,21.0,27.0,59.0, ,42.1, ,0.0,G,,0,2014,4,Spring,34.0
2014-04-11,59.2,24,36.9,24,1015.8,24,14.7,24,10.0,24,8.8,24,19.0,21.0,73.9, ,42.1, ,0.0,G,,0,2014,4,Spring,49.0
2014-04-12,58.8,24,39.6,24,1019.8,24,18.7,24,10.0,24,6.6,24,17.1,18.1,73.9, ,48.9, ,0.0,G,,0,2014,4,Spring,48.0
2014-04-13,59.8,24,42.7,24,1020.1,23,19.4,24,9.4,24,8.2,24,15.9,22.9,73.9, ,48.9, ,0.0,G,,0,2014,4,Spring,60.0
2014-04-14,61.7,24,49.4,24,1015.0,24,14.0,24,10.0,24,10.5,24,21.0,29.9,73.9, ,50.0, ,0.0,G,,0,2014,4,Spring,68.0
2014-04-15,56.9,24,52.3,24,1007.0,16,5.7,24,8.0,24,13.7,24,25.1,36.9,61.0,*,44.6,*,0.1,G,,10000,2014,4,Spring,86.0
2014-04-16,38.9,24,22.1,24,1022.9,22,20.2,24,8.6,24,14.1,24,21.0,29.9,46.9,*,32.0,*,0.82,G,,11000,2014,4,Spring,42.0
2014-04-17,41.1,24,21.5,24,1037.6,24,36.6,24,10.0,24,11.4,24,17.1,20.0,46.9, ,32.0, ,0.05,G,,0,2014,4,Spring,53.0
2014-04-18,39.9,24,27.5,24,1033.2,24,32.6,24,10.0,24,7.1,24,11.1,,46.9, ,35.1, ,0.0,G,,0,2014,4,Spring,62.0
2014-04-19,50.6,24,29.5,24,1024.4,24,23.4,24,10.0,24,6.8,24,9.9,15.0,64.9, ,35.1, ,0.0,G,,0,2014,4,Spring,40.0
2014-04-20,51.6,24,27.0,24,1029.8,24,28.8,24,10.0,24,9.2,24,15.9,18.1,64.9, ,42.1, ,0.0,G,,0,2014,4,Spring,44.0
2014-04-21,49.9,24,29.0,24,1022.5,24,21.5,24,10.0,24,5.4,24,13.0,17.1,63.0, ,41.0, ,0.0,G,,0,2014,4,Spring,52.0
2014-04-22,56.4,24,43.0,24,1006.9,24,5.8,24,10.0,24,7.7,24,14.0,,66.0, ,41.0, ,0.0,G,,10000,2014,4,Spring,60.0
2014-04-23,56.2,24,38.9,24,1001.2,24,999.9,24,10.0,24,15.3,24,28.9,35.9,66.0, ,48.0, ,0.0,G,,0,2014,4,Spring,52.0
2014-04-24,49.4,24,20.9,24,1010.9,24,10.0,24,10.0,24,17.9,24,22.9,34.0,62.1, ,43.0, ,0.0,G,,0,2014,4,Spring,27.0
2014-04-25,52.3,24,19.6,24,1015.3,24,14.2,24,10.0,24,8.9,24,18.1,22.0,60.1, ,43.0, ,0.0,G,,0,2014,4,Spring,37.0
2014-04-26,52.0,24,40.3,24,1008.3,19,6.9,24,8.7,24,8.2,24,14.0,15.9,64.0,*,44.6,*,0.7,G,,10000,2014,4,Spring,71.0
2014-04-27,51.3,24,35.1,24,1013.9,23,12.5,24,10.0,24,10.8,24,18.1,22.0,64.0, ,45.0, ,0.06,G,,10000,2014,4,Spring,49.0
2014-04-28,53.7,24,32.0,24,1018.4,24,17.4,24,10.0,24,7.3,24,12.0,15.9,64.0, ,46.0, ,0.0,G,,0,2014,4,Spring,46.0
2014-04-29,49.9,24,36.1,24,1024.5,24,23.5,24,10.0,24,13.4,24,21.0,28.0,64.0, ,44.1, ,0.0,G,,10000,2014,4,Spring,67.0
2014-04-30,44.5,24,39.2,24,1027.7,17,26.0,24,5.7,24,14.1,24,22.9,28.0,51.1, ,42.1, ,0.55,G,,10000,2014,4,Spring,86.0
2014-05-01,59.3,24,51.7,24,1009.5,19,9.5,24,4.8,24,7.9,24,14.0,20.0,77.0, ,42.1, ,4.88,G,,10000,2014,5,Spring,72.0
2014-05-02,62.8,24,41.7,24,1007.1,24,6.0,24,10.0,24,7.6,24,15.0,22.9,77.0, ,48.9, ,0.01,G,,10000,2014,5,Spring,41.0
2014-05-03,61.7,24,34.7,24,1009.9,24,9.0,24,10.0,24,7.2,24,17.1,21.0,69.1, ,54.0, ,0.0,G,,10000,2014,5,Spring,46.0
2014-05-04,58.7,24,39.2,24,1006.8,24,5.8,24,10.0,24,12.2,24,20.0,32.1,69.1, ,54.0, ,0.03,G,,10000,2014,5,Spring,41.0
2014-05-05,57.5,24,30.8,24,1009.8,24,8.8,24,10.0,24,15.6,24,22.0,32.1,66.9, ,50.0, ,0.0,G,,0,2014,5,Spring,37.0
2014-05-06,59.2,24,29.2,24,1012.4,24,11.4,24,10.0,24,8.6,24,17.1,24.1,68.0, ,50.0, ,0.0,G,,0,2014,5,Spring,33.0
2014-05-07,59.0,24,27.7,24,1020.7,24,19.6,24,10.0,24,7.0,24,14.0,18.1,68.0, ,51.1, ,0.0,G,,0,2014,5,Spring,35.0
2014-05-08,55.6,24,46.3,24,1021.6,18,20.3,24,5.7,24,6.7,24,12.0,18.1,68.0, ,51.1, ,0.32,G,,10000,2014,5,Spring,87.0
2014-05-09,54.9,24,52.0,24,1020.1,12,19.6,24,4.0,24,5.5,24,11.1,24.1,63.0, ,52.0, ,0.09,G,,110010,2014,5,Spring,89.0
2014-05-10,65.4,24,58.4,24,1013.1,17,12.3,24,4.9,24,7.1,24,18.1,27.0,82.0, ,52.0, ,0.02,G,,110010,2014,5,Spring,73.0
2014-05-11,69.3,24,45.7,24,1014.4,24,13.4,24,10.0,24,9.8,24,17.1,20.0,82.0, ,55.0, ,0.93,G,,10000,2014,5,Spring,36.0
2014-05-12,73.2,24,47.1,24,1018.3,24,17.3,24,10.0,24,4.4,24,14.0,,82.0, ,62.1, ,0.02,G,,0,2014,5,Spring,48.0
2014-05-13,65.8,24,48.5,24,1020.3,24,19.1,24,10.0,24,7.7,24,15.9,21.0,82.0, ,59.0, ,0.0,G,,0,2014,5,Spring,56.0
2014-05-14,56.5,24,45.9,24,1025.2,21,24.2,24,10.0,24,7.1,24,11.1,14.0,71.1, ,51.1, ,0.0,G,,0,2014,5,Spring,75.0
2014-05-15,60.7,24,56.9,24,1022.5,11,21.6,24,4.8,24,8.5,24,15.9,22.0,75.0, ,51.1, ,0.14,G,,10000,2014,5,Spring,87.0
2014-05-16,67.2,24,62.9,24,1015.5,14,13.9,24,9.6,24,15.9,24,22.9,38.1,75.0, ,54.0, ,0.03,G,,10000,2014,5,Spring,87.0
2014-05-17,62.2,24,46.9,24,1014.4,22,12.8,24,8.9,24,9.8,24,22.0,31.1,71.1, ,54.0, ,1.58,G,,10000,2014,5,Spring,47.0
2014-05-18,60.4,24,35.8,24,1020.2,24,19.2,24,10.0,24,7.6,24,12.0,15.9,70.0, ,53.1, ,0.0,G,,0,2014,5,Spring,41.0
2014-05-19,60.4,24,32.1,24,1020.7,24,19.7,24,10.0,24,10.5,24,17.1,22.9,70.0, ,53.1, ,0.0,G,,0,2014,5,Spring,36.0
2014-05-20,65.5,24,37.4,24,1018.2,24,17.2,24,10.0,24,8.9,24,14.0,19.0,77.0, ,53.1, ,0.0,G,,10000,2014,5,Spring,34.0
2014-05-21,69.7,24,43.4,24,1014.4,24,13.3,24,10.0,24,6.7,24,14.0,19.0,77.0, ,57.0, ,0.0,G,,0,2014,5,Spring,46.0
2014-05-22,62.9,24,54.0,24,1011.3,16,10.0,24,6.6,24,6.2,24,9.9,,75.0, ,57.9, ,0.27,G,,10010,2014,5,Spring,83.0
2014-05-23,60.3,24,54.8,24,1011.4,15,10.2,24,5.9,24,6.0,24,9.9,19.0,68.0, ,57.0, ,0.01,G,,10010,2014,5,Spring,83.0
2014-05-24,60.2,24,52.8,24,1014.8,15,14.0,24,9.1,24,6.2,24,17.1,21.0,68.0, ,57.0, ,1.09,G,,10010,2014,5,Spring,76.0
2014-05-25,65.5,24,50.0,24,1017.9,24,16.9,24,9.9,24,5.4,24,11.1,,81.0, ,55.9, ,0.02,G,,10000,2014,5,Spring,55.0
2014-05-26,75.2,24,46.7,24,1015.9,24,14.9,24,10.0,24,7.2,24,15.9,20.0,87.1, ,55.9, ,0.0,G,,0,2014,5,Spring,33.0
2014-05-27,79.5,24,52.3,24,1010.9,24,9.9,24,10.0,24,7.6,24,17.1,24.1,87.1, ,66.0, ,0.0,G,,10000,2014,5,Spring,46.0
2014-05-28,61.3,24,52.5,24,1013.6,19,11.7,24,10.0,24,11.7,24,17.1,22.0,86.0, ,54.0, ,0.0,G,,0,2014,5,Spring,76.0
2014-05-29,55.6,24,43.0,24,1022.1,23,21.3,24,10.0,24,9.8,24,15.9,18.1,63.0, ,51.1, ,0.0,G,,0,2014,5,Spring,59.0
2014-05-30,63.2,24,43.5,24,1018.9,24,17.9,24,10.0,24,4.1,24,13.0,,75.9, ,51.1, ,0.0,G,,0,2014,5,Spring,52.0
2014-05-31,64.0,24,48.3,24,1019.7,24,18.7,24,10.0,24,10.6,24,19.0,24.1,75.9, ,55.9, ,0.03,G,,0,2014,5,Spring,55.0
2014-06-01,65.1,24,40.2,24,1026.2,24,25.2,24,10.0,24,6.0,24,12.0,15.0,77.0, ,57.0, ,0.01,G,,0,2014,6,Summer,37.0
2014-06-02,69.7,24,41.6,24,1022.4,24,21.4,24,10.0,24,9.3,24,14.0,21.0,79.0, ,57.0, ,0.0,G,,0,2014,6,Summer,42.0
